PathwayId	PathwayName	KeggId	Gene	PathwayDescription
01100	Metabolic pathways	K01091	PA2974	phosphoglycolate phosphatase [EC:3.1.3.18] | (RefSeq) hydrolase
01100	Metabolic pathways	K00075	PA2977	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98] | (RefSeq) murB; UDP-N-acetylenolpyruvoylglu
01100	Metabolic pathways	K00979	PA2979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38] | (RefSeq)
01100	Metabolic pathways	K00912	PA2981	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130] | (RefSeq) lpxK; tetraacyldisaccharide 4'-kina
01100	Metabolic pathways	K00322	PA2991	NAD(P) transhydrogenase [EC:1.6.1.1] | (RefSeq) sth; soluble pyridine nucleotide transhydroge
01100	Metabolic pathways	K00134	PA3001	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] | (RefSeq) glyceraldehyde-3-phosphate
01100	Metabolic pathways	K19696	PA3004	5'-methylthioinosine phosphorylase [EC:2.4.2.44] | (RefSeq) S-methyl-5'-thioinosine phosphory
01100	Metabolic pathways	K01207	PA3005	beta-N-acetylhexosaminidase [EC:3.2.1.52] | (RefSeq) nagZ; beta-hexosaminidase
01100	Metabolic pathways	K00632	PA3013	acetyl-CoA acyltransferase [EC:2.3.1.16] | (RefSeq) foaB; 3-ketoacyl-CoA thiolase
01100	Metabolic pathways	K01825	PA3014	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoy
01100	Metabolic pathways	K00803	PA3026	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K03750	PA3028	molybdopterin molybdotransferase [EC:2.10.1.1] | (RefSeq) moeA2; molybdenum cofactor biosynth
01100	Metabolic pathways	K03638	PA3029	molybdopterin adenylyltransferase [EC:2.7.7.75] | (RefSeq) moaB2; molybdopterin biosynthesis
01100	Metabolic pathways	K03752	PA3030	molybdenum cofactor guanylyltransferase [EC:2.7.7.77] | (RefSeq) mobA; molybdenum cofactor gu
01100	Metabolic pathways	K00799	PA3035	glutathione S-transferase [EC:2.5.1.18] | (RefSeq) glutathione S-transferase
01100	Metabolic pathways	K01129	PA3043	dGTPase [EC:3.1.5.1] | (RefSeq) deoxyguanosinetriphosphate triphosphohydrolase
01100	Metabolic pathways	K00254	PA3050	dihydroorotate dehydrogenase [EC:1.3.5.2] | (RefSeq) pyrD; dihydroorotate dehydrogenase
01100	Metabolic pathways	K15371	PA3068	glutamate dehydrogenase [EC:1.4.1.2] | (RefSeq) gdhB; NAD-specific glutamate dehydrogenase
01100	Metabolic pathways	K01256	PA3083	aminopeptidase N [EC:3.4.11.2] | (RefSeq) pepN; aminopeptidase
01100	Metabolic pathways	K00858	PA3088	NAD+ kinase [EC:2.7.1.23] | (RefSeq) NAD kinase
01100	Metabolic pathways	K01505	PA3089a	1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7] | (RefSeq) 1-aminocyclopropane-1-ca
01100	Metabolic pathways	K10764	PA3107	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-] | (RefSeq) metZ; O-succinylhomoserine sulfhyd
01100	Metabolic pathways	K00764	PA3108	amidophosphoribosyltransferase [EC:2.4.2.14] | (RefSeq) purF; amidophosphoribosyltransferase
01100	Metabolic pathways	K11754	PA3111	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17] | (RefSeq) folC;
01100	Metabolic pathways	K01963	PA3112	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15] | (RefSeq) acc
01100	Metabolic pathways	K01817	PA3113	phosphoribosylanthranilate isomerase [EC:5.3.1.24] | (RefSeq) trpF; N-(5'-phosphoribosyl)anth
01100	Metabolic pathways	K00133	PA3117	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] | (RefSeq) asd; aspartate-semialdehyde deh
01100	Metabolic pathways	K00052	PA3118	3-isopropylmalate dehydrogenase [EC:1.1.1.85] | (RefSeq) leuB; 3-isopropylmalate dehydrogenas
01100	Metabolic pathways	K01704	PA3120	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35] | (RefS
01100	Metabolic pathways	K01703	PA3121	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35] | (RefS
01100	Metabolic pathways	K01625	PA3131	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2
01100	Metabolic pathways	K01885	PA3134	glutamyl-tRNA synthetase [EC:6.1.1.17] | (RefSeq) gltX; glutamate--tRNA ligase
01100	Metabolic pathways	K00832	PA3139	aromatic-amino-acid transaminase [EC:2.6.1.57] | (RefSeq) aspartate aminotransferase
01100	Metabolic pathways	K24312	PA3146	UDP-4-keto-D-FucNAc 4-reductase | (RefSeq) wbpK; NAD-dependent epimerase/dehydratase
01100	Metabolic pathways	K13019	PA3148	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23] | (RefSeq) wbpI; UDP-2,3-diacetamido-2,3-dideoxy-D-gl
01100	Metabolic pathways	K24326	PA3150	aminotransferase | (RefSeq) wbpG; LPS biosynthesis protein WbpG
01100	Metabolic pathways	K02500	PA3151	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10] | (RefSeq) hisF2; imidazole
01100	Metabolic pathways	K02501	PA3152	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10] | (RefSeq) hisH2; imidazole
01100	Metabolic pathways	K13017	PA3155	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98] | (RefSeq) wbpE; UDP
01100	Metabolic pathways	K13018	PA3156	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201] | (RefSeq)
01100	Metabolic pathways	K13016	PA3158	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335] | (RefSeq) wbpB; UDP-N-a
01100	Metabolic pathways	K13015	PA3159	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136] | (RefSeq) wbpA; UDP-N-acetyl-d-gluco
01100	Metabolic pathways	K00945	PA3163	CMP/dCMP kinase [EC:2.7.4.25] | (RefSeq) cmk; cytidylate kinase
01100	Metabolic pathways	K00817	PA3165	histidinol-phosphate aminotransferase [EC:2.6.1.9] | (RefSeq) hisC2; histidinol-phosphate ami
01100	Metabolic pathways	K14170	PA3166	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51] | (RefSeq) pheA; bifunction
01100	Metabolic pathways	K00831	PA3167	phosphoserine aminotransferase [EC:2.6.1.52] | (RefSeq) serC; 3-phosphoserine/phosphohydroxyt
01100	Metabolic pathways	K08963	PA3169	methylthioribose-1-phosphate isomerase [EC:5.3.1.23] | (RefSeq) methylthioribose-1-phosphate
01100	Metabolic pathways	K12960	PA3170	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28] | (RefSeq) N-et
01100	Metabolic pathways	K00568	PA3171	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1
01100	Metabolic pathways	K22292	PA3172	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105] | (RefSeq) phosphoglycolate phosph
01100	Metabolic pathways	K01479	PA3175	formiminoglutamase [EC:3.5.3.8] | (RefSeq) formimidoylglutamase
01100	Metabolic pathways	K01625	PA3181	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2
01100	Metabolic pathways	K01057	PA3182	6-phosphogluconolactonase [EC:3.1.1.31] | (RefSeq) pgl; 6-phosphogluconolactonase
01100	Metabolic pathways	K00036	PA3183	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] | (RefSeq) zwf; glucose-6-phospha
01100	Metabolic pathways	K00845	PA3193	glucokinase [EC:2.7.1.2] | (RefSeq) glk; glucokinase
01100	Metabolic pathways	K01690	PA3194	phosphogluconate dehydratase [EC:4.2.1.12] | (RefSeq) edd; phosphogluconate dehydratase
01100	Metabolic pathways	K00134	PA3195	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] | (RefSeq) gapA; glyceraldehyde 3-phos
01100	Metabolic pathways	K01768	PA3217	adenylate cyclase [EC:4.6.1.1] | (RefSeq) cyaB; protein CyaB
01100	Metabolic pathways	K02517	PA3242	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-] | (RefSeq) lipid A b
01100	Metabolic pathways	K01077	PA3296	alkaline phosphatase [EC:3.1.3.1] | (RefSeq) phoA; alkaline phosphatase
01100	Metabolic pathways	K01897	PA3299	long-chain acyl-CoA synthetase [EC:6.2.1.3] | (RefSeq) fadD1; long-chain-fatty-acid--CoA liga
01100	Metabolic pathways	K01897	PA3300	long-chain acyl-CoA synthetase [EC:6.2.1.3] | (RefSeq) fadD2; long-chain-fatty-acid--CoA liga
01100	Metabolic pathways	K03760	PA3310	lipid A ethanolaminephosphotransferase [EC:2.7.8.43] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K00020	PA3312	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31] | (RefSeq) 3-hydroxyisobutyrate dehydrogenas
01100	Metabolic pathways	K01114	PA3319	phospholipase C [EC:3.1.4.3] | (RefSeq) plcN; non-hemolytic phospholipase C
01100	Metabolic pathways	K00648	PA3333	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180] | (RefSeq) fabH2; 3-oxoacyl-ACP
01100	Metabolic pathways	K02078	PA3334	acyl carrier protein | (RefSeq) acyl carrier protein
01100	Metabolic pathways	K03274	PA3337	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20] | (RefSeq) rfaD; ADP-L-glycero-D-mann
01100	Metabolic pathways	K01915	PA3356	glutamine synthetase [EC:6.3.1.2] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K01753	PA3357	D-serine dehydratase [EC:4.3.1.18] | (RefSeq) dsdA; D-serine dehydratase
01100	Metabolic pathways	K01426	PA3366	amidase [EC:3.5.1.4] | (RefSeq) amiE; acylamide amidohydrolase
01100	Metabolic pathways	K06167	PA3372	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55] | (RefSeq) carbon-phospho
01100	Metabolic pathways	K05774	PA3373	ribose 1,5-bisphosphokinase [EC:2.7.4.23] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K06162	PA3374	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63] | (RefSeq) hypo
01100	Metabolic pathways	K05780	PA3375	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37] | (RefS
01100	Metabolic pathways	K06163	PA3377	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1] | (RefSeq) hypothetical
01100	Metabolic pathways	K06164	PA3378	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37] | (RefS
01100	Metabolic pathways	K06165	PA3379	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37] | (RefS
01100	Metabolic pathways	K06166	PA3380	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37] | (RefS
01100	Metabolic pathways	K00376	PA3392	nitrous-oxide reductase [EC:1.7.2.4] | (RefSeq) nosZ; nitrous-oxide reductase
01100	Metabolic pathways	K00528	PA3397	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1] | (RefSeq) fpr; ferredoxin-NAD
01100	Metabolic pathways	K00627	PA3415	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12] | (Ref
01100	Metabolic pathways	K00162	PA3416	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1] | (RefSeq) pyruvate dehydrogena
01100	Metabolic pathways	K00161	PA3417	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1] | (RefSeq) pyruvate dehydrogen
01100	Metabolic pathways	K00263	PA3418	leucine dehydrogenase [EC:1.4.1.9] | (RefSeq) ldh; leucine dehydrogenase
01100	Metabolic pathways	K01692	PA3426	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
01100	Metabolic pathways	K13938	PA3437	dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3] | (RefSeq) folM;
01100	Metabolic pathways	K01495	PA3438	GTP cyclohydrolase IA [EC:3.5.4.16] | (RefSeq) folE1; GTP cyclohydrolase I
01100	Metabolic pathways	K04091	PA3444	alkanesulfonate monooxygenase [EC:1.14.14.5] | (RefSeq) alkanesulfonate monooxygenase
01100	Metabolic pathways	K00299	PA3446	FMN reductase [EC:1.5.1.38] | (RefSeq) NAD(P)H-dependent FMN reductase
01100	Metabolic pathways	K00116	PA3452	malate dehydrogenase (quinone) [EC:1.1.5.4] | (RefSeq) mqoA; malate:quinone oxidoreductase
01100	Metabolic pathways	K00632	PA3454	acetyl-CoA acyltransferase [EC:2.3.1.16] | (RefSeq) acyl-CoA thiolase
01100	Metabolic pathways	K01953	PA3459	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] | (RefSeq) glutamine amidotransferas
01100	Metabolic pathways	K01713	PA3475	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91] | (RefSeq) pheC; cyclohexadienyl dehydrata
01100	Metabolic pathways	K13061	PA3476	acyl homoserine lactone synthase [EC:2.3.1.184] | (RefSeq) rhlI; acyl-homoserine-lactone synt
01100	Metabolic pathways	K01494	PA3480	dCTP deaminase [EC:3.5.4.13] | (RefSeq) deoxycytidine triphosphate deaminase
01100	Metabolic pathways	K01874	PA3482	methionyl-tRNA synthetase [EC:6.1.1.10] | (RefSeq) metG; methionine--tRNA ligase
01100	Metabolic pathways	K21607	PA3498	tetrachlorobenzoquinone reductase [EC:1.1.1.404] | (RefSeq) oxidoreductase
01100	Metabolic pathways	K00130	PA3504	betaine-aldehyde dehydrogenase [EC:1.2.1.8] | (RefSeq) aldehyde dehydrogenase
01100	Metabolic pathways	K06989	PA3505	aspartate dehydrogenase [EC:1.4.1.21] | (RefSeq) L-aspartate dehydrogenase
01100	Metabolic pathways	K01652	PA3506	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K01756	PA3516	adenylosuccinate lyase [EC:4.3.2.2] | (RefSeq) adenylosuccinate lyase
01100	Metabolic pathways	K01756	PA3517	adenylosuccinate lyase [EC:4.3.2.2] | (RefSeq) adenylosuccinate lyase
01100	Metabolic pathways	K01759	PA3524	lactoylglutathione lyase [EC:4.4.1.5] | (RefSeq) gloA1; lactoylglutathione lyase
01100	Metabolic pathways	K01940	PA3525	argininosuccinate synthase [EC:6.3.4.5] | (RefSeq) argG; argininosuccinate synthase
01100	Metabolic pathways	K01465	PA3527	dihydroorotase [EC:3.5.2.3] | (RefSeq) pyrC; dihydroorotase
01100	Metabolic pathways	K00611	PA3537	ornithine carbamoyltransferase [EC:2.1.3.3] | (RefSeq) argF; ornithine carbamoyltransferase
01100	Metabolic pathways	K00066	PA3540	GDP-mannose 6-dehydrogenase [EC:1.1.1.132] | (RefSeq) algD; GDP-mannose 6-dehydrogenase AlgD
01100	Metabolic pathways	K19290	PA3541	mannuronan synthase [EC:2.4.1.33] | (RefSeq) alg8; glycosyltransferase alg8
01100	Metabolic pathways	K19291	PA3542	mannuronan synthase [EC:2.4.1.33] | (RefSeq) alg44; alginate biosynthesis protein Alg44
01100	Metabolic pathways	K01795	PA3545	mannuronan 5-epimerase [EC:5.1.3.37] | (RefSeq) algG; alginate-c5-mannuronan-epimerase AlgG
01100	Metabolic pathways	K01729	PA3547	poly(beta-D-mannuronate) lyase [EC:4.2.2.3] | (RefSeq) algL; alginate lyase
01100	Metabolic pathways	K16011	PA3551	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
01100	Metabolic pathways	K07806	PA3552	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87] | (RefSeq) arnB;
01100	Metabolic pathways	K10012	PA3553	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53] | (RefSeq) a
01100	Metabolic pathways	K10011	PA3554	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-
01100	Metabolic pathways	K13014	PA3555	undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-] | (RefSeq) arnD; 4-deoxy-4-for
01100	Metabolic pathways	K00012	PA3559	UDPglucose 6-dehydrogenase [EC:1.1.1.22] | (RefSeq) nucleotide sugar dehydrogenase
01100	Metabolic pathways	K02770	PA3560	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202] | (RefSeq) fruA; PTS system fructo
01100	Metabolic pathways	K00882	PA3561	1-phosphofructokinase [EC:2.7.1.56] | (RefSeq) fruK; 1-phosphofructokinase
01100	Metabolic pathways	K01908	PA3568	propionyl-CoA synthetase [EC:6.2.1.17] | (RefSeq) propionyl-CoA synthetase
01100	Metabolic pathways	K00020	PA3569	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31] | (RefSeq) mmsB; 3-hydroxyisobutyrate dehydr
01100	Metabolic pathways	K00140	PA3570	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase
01100	Metabolic pathways	K00864	PA3579	glycerol kinase [EC:2.7.1.30] | (RefSeq) glycerol kinase
01100	Metabolic pathways	K00864	PA3582	glycerol kinase [EC:2.7.1.30] | (RefSeq) glpK; glycerol kinase
01100	Metabolic pathways	K00626	PA3589	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
01100	Metabolic pathways	K00074	PA3590	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] | (RefSeq) 3-hydroxyacyl-CoA dehydrogenase
01100	Metabolic pathways	K00901	PA3603	diacylglycerol kinase (ATP) [EC:2.7.1.107] | (RefSeq) dgkA; diacylglycerol kinase
01100	Metabolic pathways	K03787	PA3625	5'-nucleotidase [EC:3.1.3.5] | (RefSeq) surE; 5'-nucleotidase SurE
01100	Metabolic pathways	K01770	PA3627	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12] | (RefSeq) ygbB; 2-C-meth
01100	Metabolic pathways	K01070	PA3628	S-formylglutathione hydrolase [EC:3.1.2.12] | (RefSeq) esterase
01100	Metabolic pathways	K00121	PA3629	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1] | (
01100	Metabolic pathways	K00991	PA3633	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60] | (RefSeq) ygbP; 2-C-m
01100	Metabolic pathways	K01689	PA3635	enolase [EC:4.2.1.11] | (RefSeq) eno; enolase
01100	Metabolic pathways	K01627	PA3636	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] | (RefSeq) kdsA; 2
01100	Metabolic pathways	K01937	PA3637	CTP synthase [EC:6.3.4.2] | (RefSeq) pyrG; CTP synthetase
01100	Metabolic pathways	K01962	PA3639	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15] | (RefSeq) ac
01100	Metabolic pathways	K00748	PA3643	lipid-A-disaccharide synthase [EC:2.4.1.182] | (RefSeq) lpxB; lipid-A-disaccharide synthase
01100	Metabolic pathways	K00677	PA3644	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] | (RefSeq) lpxA; acyl-[acyl-carrier-pr
01100	Metabolic pathways	K02372	PA3645	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] | (RefSeq) fabZ; 3-hydroxyacyl
01100	Metabolic pathways	K02536	PA3646	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191] | (RefSeq) lpxD; UD
01100	Metabolic pathways	K00099	PA3650	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267] | (RefSeq) dxr; 1-deoxy-D-xylu
01100	Metabolic pathways	K00981	PA3651	phosphatidate cytidylyltransferase [EC:2.7.7.41] | (RefSeq) cdsA; phosphatidate cytidylyltran
01100	Metabolic pathways	K09903	PA3654	uridylate kinase [EC:2.7.4.22] | (RefSeq) pyrH; uridylate kinase
01100	Metabolic pathways	K14267	PA3659	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17] | (RefSeq) succinyldiaminopimelate t
01100	Metabolic pathways	K00674	PA3666	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117] | (RefSeq)
01100	Metabolic pathways	K00631	PA3673	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15] | (RefSeq) plsB; glycerol-3-phosphate ac
01100	Metabolic pathways	K00939	PA3686	adenylate kinase [EC:2.7.4.3] | (RefSeq) adk; adenylate kinase
01100	Metabolic pathways	K01595	PA3687	phosphoenolpyruvate carboxylase [EC:4.1.1.31] | (RefSeq) ppc; phosphoenolpyruvate carboxylase
01100	Metabolic pathways	K00108	PA3710	choline dehydrogenase [EC:1.1.99.1] | (RefSeq) GMC-type oxidoreductase
01100	Metabolic pathways	K00316	PA3713	spermidine dehydrogenase [EC:1.5.99.6] | (RefSeq) spdH; spermidine dehydrogenase SpdH
01100	Metabolic pathways	K01733	PA3735	threonine synthase [EC:4.2.3.1] | (RefSeq) thrC; threonine synthase
01100	Metabolic pathways	K00003	PA3736	homoserine dehydrogenase [EC:1.1.1.3] | (RefSeq) hom; homoserine dehydrogenase
01100	Metabolic pathways	K08289	PA3751	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2] | (RefSeq) purT; phosphoribosylgly
01100	Metabolic pathways	K01443	PA3758	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] | (RefSeq) N-acetylglucosamine-6-ph
01100	Metabolic pathways	K00820	PA3759	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] | (RefSeq) aminotra
01100	Metabolic pathways	K01952	PA3763	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] | (RefSeq) purL; phosphoribosylformyl
01100	Metabolic pathways	K01951	PA3769	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2] | (RefSeq) guaA; GMP synthase
01100	Metabolic pathways	K00088	PA3770	IMP dehydrogenase [EC:1.1.1.205] | (RefSeq) guaB; inosine 5'-monophosphate dehydrogenase
01100	Metabolic pathways	K01649	PA3792	2-isopropylmalate synthase [EC:2.3.3.13] | (RefSeq) leuA; 2-isopropylmalate synthase
01100	Metabolic pathways	K13566	PA3797	omega-amidase [EC:3.5.1.3] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K03526	PA3803	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] | (RefSeq) gcpE;
01100	Metabolic pathways	K00940	PA3807	nucleoside-diphosphate kinase [EC:2.7.4.6] | (RefSeq) ndk; nucleoside diphosphate kinase
01100	Metabolic pathways	K04487	PA3814	cysteine desulfurase [EC:2.8.1.7] | (RefSeq) iscS; cysteine desulfurase
01100	Metabolic pathways	K00640	PA3816	serine O-acetyltransferase [EC:2.3.1.30] | (RefSeq) cysE; O-acetylserine synthase
01100	Metabolic pathways	K01092	PA3818	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] | (RefSeq) type III secretion system regul
01100	Metabolic pathways	K01255	PA3831	leucyl aminopeptidase [EC:3.4.11.1] | (RefSeq) pepA; leucyl aminopeptidase
01100	Metabolic pathways	K19744	PA3862	L-arginine dehydrogenase [EC:1.4.1.25] | (RefSeq) dauB; NAD(P)H-dependent anabolic L-arginine
01100	Metabolic pathways	K19746	PA3863	D-arginine dehydrogenase [EC:1.4.99.6] | (RefSeq) dauA; FAD-dependent catabolic D-arginine de
01100	Metabolic pathways	K03639	PA3870	GTP 3',8-cyclase [EC:4.1.99.22] | (RefSeq) moaA1; molybdenum cofactor biosynthesis protein A
01100	Metabolic pathways	K00374	PA3872	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-] | (RefSeq) narI; respiratory nitrate re
01100	Metabolic pathways	K00371	PA3874	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-] | (RefSeq) nar
01100	Metabolic pathways	K00370	PA3875	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-] | (RefSeq) na
01100	Metabolic pathways	K00090	PA3896	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215] | (RefS
01100	Metabolic pathways	K01113	PA3910	alkaline phosphatase D [EC:3.1.3.1] | (RefSeq) eddA; extracelullar DNA degradation protein Ed
01100	Metabolic pathways	K03750	PA3914	molybdopterin molybdotransferase [EC:2.10.1.1] | (RefSeq) moeA1; molybdenum cofactor biosynth
01100	Metabolic pathways	K03638	PA3915	molybdopterin adenylyltransferase [EC:2.7.7.75] | (RefSeq) moaB1; molybdopterin biosynthesis
01100	Metabolic pathways	K03635	PA3916	molybdopterin synthase catalytic subunit [EC:2.8.1.12] | (RefSeq) moaE; molybdopterin convert
01100	Metabolic pathways	K03637	PA3918	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17] | (RefSeq) moaC; molybdenum cofactor
01100	Metabolic pathways	K00626	PA3925	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
01100	Metabolic pathways	K17228	PA3954	dimethylsulfone monooxygenase [EC:1.14.14.35] | (RefSeq) hypothetical protein
01100	Metabolic pathways	K01241	PA3970	AMP nucleosidase [EC:3.2.2.4] | (RefSeq) amn; AMP nucleosidase
01100	Metabolic pathways	K00941	PA3975	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7] | (RefSeq) thiD;
01100	Metabolic pathways	K00788	PA3976	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] | (RefSeq) thiE; thiamine-phosphate pyropho
01100	Metabolic pathways	K01845	PA3977	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8] | (RefSeq) hemL; glutamate-1-semialdehy
01100	Metabolic pathways	K03644	PA3996	lipoyl synthase [EC:2.8.1.8] | (RefSeq) lis; lipoyl synthase
01100	Metabolic pathways	K03801	PA3997	lipoyl(octanoyl) transferase [EC:2.3.1.181] | (RefSeq) lipB; lipoate-protein ligase B
01100	Metabolic pathways	K07258	PA3999	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] | (Re
01100	Metabolic pathways	K00969	PA4006	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18] | (RefSeq) nadD; nicotinic acid monon
01100	Metabolic pathways	K00147	PA4007	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] | (RefSeq) proA; gamma-glutamyl phosphat
01100	Metabolic pathways	K03186	PA4019	flavin prenyltransferase [EC:2.5.1.129] | (RefSeq) aromatic acid decarboxylase
