LocusId	TranscriptId	GeneName	FoldChange_Chronic	Pvalue_Chronic	KO_Id	COG_Id	COG_Category
PA5049	AAG08434	rpmE	0.13	4.8E-12	K02909	COG0254	Translation, ribosomal structure and biogenesis
PA5063	AAG08448	ubiE	0.24	0.0014	K03183	COG2226	Coenzyme metabolism
PA5066	AAG08451	hisI	0.13	9.3E-11	K01496	COG0139	Amino acid transport and metabolism
PA5067	AAG08452	hisE	0.16	0.00004	K01523	COG0140	Amino acid transport and metabolism
PA5068	AAG08453	tatA	0.12	5.5E-11	K03116	COG1826	Intracellular trafficking and secretion
PA5069	AAG08454	tatB	0.23	0.0061	K03117	COG1826	Intracellular trafficking and secretion
PA5070	AAG08455	tatC	0.23	0.00083	K03118	COG0805	Intracellular trafficking and secretion
PA5074	AAG08459	-	0.1	0.0028	K02028	COG1126	Amino acid transport and metabolism
PA5076	AAG08461	-	0.11	0.000000025	K02030	COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA5110	AAG08495	-	0.22	0.000033	K03841	COG0158	Carbohydrate transport and metabolism
PA5112	AAG08497	estA	0.16	0.0000017	K12686	COG3240	Lipid metabolism / General function prediction only
PA5118	AAG08503	thiI	0.21	0.00014	K03151	COG0301	Coenzyme metabolism
PA5119	AAG08504	glnA	0.04	2.1E-19	K01915	COG0174	Amino acid transport and metabolism
PA5125	AAG08510	ntrC	0.04	0.000045	K07712	COG2204	Signal transduction mechanisms
PA5128	AAG08513	secB	0.16	0.0000037	K03071	COG1952	Intracellular trafficking and secretion
PA5130	AAG08515	-	0.14	0.0013	-	COG0607	Inorganic ion transport and metabolism
PA5137	AAG08522	-	0.07	0.0000003	K02030	COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA5138	AAG08523	-	0.23	0.0093	-	COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA5140	AAG08525	-	0.1	0.0000011	K02500	COG0107	Amino acid transport and metabolism
PA5141	AAG08526	hisA	0.09	2.8E-09	K01814	COG0106	Amino acid transport and metabolism
PA5143	AAG08528	hisB	0.18	0.0000028	K01693	COG0131	Amino acid transport and metabolism
PA5148	AAG08533	-	0.19	0.0005	-	COG2924	Function unknown
PA5153	AAG08538	-	0.11	0.00000058	K02030	COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA5161	AAG08546	rmlB	0.17	0.00000017	K01710	COG1088	Cell envelope biogenesis, outer membrane
PA5162	AAG08547	rmlD	0.22	0.00047	K00067	COG1091	Cell envelope biogenesis, outer membrane
PA5167	AAG08552	-	0.17	0.00000011	K11688	COG1638	Carbohydrate transport and metabolism
PA5168	AAG08553	-	0.12	0.00014	K11689	COG3090	Carbohydrate transport and metabolism
PA5169	AAG08554	-	0.06	8.1E-15	K11690	COG1593	Carbohydrate transport and metabolism
PA5174	AAG08559	-	0.05	7.7E-21	-	COG0304	Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism
PA5192	AAG08577	pckA	0.12	3.6E-10	K01610	COG1866	Energy production and conversion
PA5194	AAG08579	-	0.25	0.001	-	COG0671	Lipid metabolism
PA5202	AAG08587	-	0.09	0.00000015	K02614	COG2050	Secondary metabolites biosynthesis,    transport, and catabolism
PA5208	AAG08593	-	0.21	0.0000041	K07220	COG1392	Inorganic ion transport and metabolism
PA5214	AAG08599	-	0.17	0.0031	K02437	COG0509	Amino acid transport and metabolism
PA5215	AAG08600	-	0.16	0.00000079	K00605	COG0404	Amino acid transport and metabolism
PA5226	AAG08611	-	0.13	0.00071	-	-	-
PA5237	AAG08622	-	0.23	0.00046	K03182	COG0043	Coenzyme metabolism
PA5239	AAG08624	-	0.14	1.4E-11	K03628	COG1158	Transcription
PA5240	AAG08625	trxA	0.09	2.3E-18	K03671	COG3118	Posttranslational modification, protein turnover, chaperones
PA5241	AAG08626	-	0.2	0.000028	K01524	COG0248	Nucleotide transport and metabolism / Inorganic ion transport and metabolism
PA5244	AAG08629	-	0.14	0.000088	-	COG0586	Function unknown
PA5258	AAG08643	-	0.23	0.0000034	K02496	COG2959	Coenzyme metabolism
PA5260	AAG08645	hemC	0.21	0.000041	K01749	COG0181	Coenzyme metabolism
PA5269	AAG08654	-	0.15	0.008	-	-	-
PA5274	AAG08659	-	0.21	0.000011	K06140	COG0782	Function unknown
PA5277	AAG08662	lysA	0.22	0.000062	K01586	COG0019	Amino acid transport and metabolism
PA5278	AAG08663	dapF	0.17	0.00023	K01778	COG0253	Amino acid transport and metabolism
PA5279	AAG08664	-	0.14	0.00021	K09921	COG3159	Function unknown
PA5287	AAG08672	amtB	0.25	0.00034	K03320	COG0004	Inorganic ion transport and metabolism
PA5291	AAG08676	-	0.21	0.0000093	K02168	COG1292	Cell envelope biogenesis, outer membrane
PA5296	AAG08681	-	0.22	0.00009	K03656	COG0210	DNA replication, recombination, and repair
PA5300	AAG08685	cycB	0.08	0.00000031	-	COG3245	Energy production and conversion
PA5315	AAG08700	rpmG	0.13	5.5E-11	K02913	COG0267	Translation, ribosomal structure and biogenesis
PA5316	AAG08701	rpmB	0.1	2.6E-13	K02902	COG0227	Translation, ribosomal structure and biogenesis
PA5333	AAG08718	-	0.25	0.0096	K09940	COG3296	Function unknown
PA5337	AAG08722	rpoZ	0.2	0.000000001	K03060	COG1758	Transcription
PA5338	AAG08723	spoT	0.22	0.00000035	K01139	COG0317	Signal transduction mechanisms / Transcription
PA5339	AAG08724	-	0.2	0.000033	K07567	COG0251	Translation, ribosomal structure and biogenesis
PA5340	AAG08725	-	0.18	0.000022	-	-	-
PA5345	AAG08730	recG	0.15	0.0000063	K03655	COG1200	DNA replication, recombination, and repair / Transcription
PA5347	AAG08732	-	0.21	0.0028	-	-	-
PA5348	AAG08733	-	0.04	1.2E-19	K05787	COG0776	DNA replication, recombination, and repair
PA5349	AAG08734	-	0.18	0.0025	K05297	COG1251	Energy production and conversion
PA5351	AAG08736	-	0.06	0.0007	-	COG1773	Energy production and conversion
PA5362	AAG08747	-	0.17	0.000045	-	COG1253	General function prediction only
PA5364	AAG08749	-	0.19	0.0000027	-	COG2204	Signal transduction mechanisms
PA5406	AAG08791	-	0.14	0.004	-	-	-
PA5426	AAG08811	purE	0.08	0.0000024	K01588	COG0041	Nucleotide transport and metabolism
PA5435	AAG08820	-	0.23	0.000034	K01960	COG5016	Energy production and conversion
PA5436	AAG08821	-	0.21	0.00029	K01959	COG0439	Lipid metabolism
PA5461	AAG08846	-	0.17	0.000054	-	-	-
PA5478	AAG08863	-	0.13	0.0000047	-	COG2715	General function prediction only
PA5479	AAG08864	gltP	0.11	3.8E-12	K11102	COG1301	Energy production and conversion
PA5490	AAG08875	-	0.07	5.6E-09	-	COG2863	Energy production and conversion
PA5491	AAG08876	-	0.16	0.00000046	-	COG3245	Energy production and conversion
PA5503	AAG08888	-	0.18	0.00083	K02071	COG1135	Inorganic ion transport and metabolism
PA5504	AAG08889	-	0.11	0.000017	K02072	COG2011	Inorganic ion transport and metabolism
PA5505	AAG08890	-	0.1	0.000000026	K02073	COG1464	Inorganic ion transport and metabolism
PA5527	AAG08912	-	0.13	0.006	-	-	-
PA5530	AAG08915	-	0.2	0.0000051	K03761	COG2814	Carbohydrate transport and metabolism
PA5553	AAG08938	atpC	0.08	0.000000025	K02114	COG0355	Energy production and conversion
PA5554	AAG08939	atpD	0.11	5.8E-15	K02112	COG0055	Energy production and conversion
PA5555	AAG08940	atpG	0.06	3.5E-23	K02115	COG0224	Energy production and conversion
PA5556	AAG08941	atpA	0.13	1.2E-12	K02111	COG0056	Energy production and conversion
PA5557	AAG08942	atpH	0.05	5E-26	K02113	COG0712	Energy production and conversion
PA5558	AAG08943	atpF	0.06	1.2E-24	K02109	COG0711	Energy production and conversion
PA5559	AAG08944	atpE	0.05	2.7E-28	K02110	-	-
PA5560	AAG08945	atpB	0.08	4.7E-19	K02108	COG0356	Energy production and conversion
PA5561	AAG08946	atpI	0.12	2.3E-12	K02116	COG3312	Energy production and conversion
PA5562	AAG08947	-	0.15	0.000000049	K03497	COG1475	Transcription
PA5563	AAG08948	-	0.15	0.00000058	K03496	COG1192	Cell division and chromosome partitioning
PA5565	AAG08950	gidA	0.24	0.000012	K03495	COG0445	Cell cycle control, cell division, chromosome partitioning
PA5568	AAG08953	-	0.12	3.6E-13	K03217	COG0706	Intracellular trafficking and secretion
PA5569	AAG08954	rnpA	0.13	2E-10	K03536	COG0594	Translation, ribosomal structure and biogenesis
